datetime,value,units
8/15/2019 00:40:00,112,mg/dL
8/15/2019 00:45:00,108,mg/dL
8/15/2019 00:50:00,108,mg/dL
8/15/2019 00:55:00,105,mg/dL
8/15/2019 01:00:00,101,mg/dL
8/15/2019 01:05:00,97,mg/dL
8/15/2019 01:10:00,93,mg/dL
8/15/2019 01:15:00,91,mg/dL
8/15/2019 01:20:00,90,mg/dL
8/15/2019 01:25:00,89,mg/dL
8/15/2019 01:30:00,90,mg/dL
8/15/2019 01:35:00,92,mg/dL
8/15/2019 01:40:00,94,mg/dL
8/15/2019 01:45:00,97,mg/dL
8/15/2019 01:50:00,101,mg/dL
8/15/2019 01:55:00,105,mg/dL
8/15/2019 02:00:00,108,mg/dL
8/15/2019 02:05:00,111,mg/dL
8/15/2019 02:10:00,115,mg/dL
8/15/2019 02:15:00,119,mg/dL
8/15/2019 02:20:00,122,mg/dL
8/15/2019 02:25:00,122,mg/dL
8/15/2019 02:30:00,122,mg/dL
8/15/2019 02:35:00,122,mg/dL
8/15/2019 02:40:00,122,mg/dL
8/15/2019 02:45:00,123,mg/dL
8/15/2019 02:50:00,124,mg/dL
8/15/2019 02:55:00,127,mg/dL
8/15/2019 03:00:00,132,mg/dL
8/15/2019 03:05:00,136,mg/dL
8/15/2019 03:10:00,140,mg/dL
8/15/2019 03:15:00,147,mg/dL
8/15/2019 03:20:00,154,mg/dL
8/15/2019 03:25:00,160,mg/dL
8/15/2019 03:30:00,165,mg/dL
8/15/2019 03:35:00,171,mg/dL
8/15/2019 03:40:00,176,mg/dL
8/15/2019 03:45:00,179,mg/dL
8/15/2019 03:50:00,179,mg/dL
8/15/2019 03:55:00,177,mg/dL
8/15/2019 04:00:00,173,mg/dL
8/15/2019 04:05:00,168,mg/dL
8/15/2019 04:10:00,162,mg/dL
8/15/2019 04:15:00,154,mg/dL
8/15/2019 04:20:00,143,mg/dL
8/15/2019 04:25:00,132,mg/dL
8/15/2019 04:30:00,121,mg/dL
8/15/2019 04:35:00,112,mg/dL
8/15/2019 04:40:00,104,mg/dL
8/15/2019 04:45:00,96,mg/dL
8/15/2019 04:50:00,90,mg/dL
8/15/2019 04:55:00,87,mg/dL
8/15/2019 05:00:00,82,mg/dL
